Entity,Code,Year,Geo Biomass Other - TWh
Germany,DEU,1986,1.5955696
Germany,DEU,1987,1.4458493
Germany,DEU,1988,1.6378818
Germany,DEU,1989,1.7492679
Germany,DEU,1990,1.435
Germany,DEU,1991,1.511
Germany,DEU,1992,1.562
Germany,DEU,1993,1.663
Germany,DEU,1994,1.906
Germany,DEU,1995,2.049
Germany,DEU,1996,2.143
Germany,DEU,1997,2.297
Germany,DEU,1998,2.718
Germany,DEU,1999,2.94
Germany,DEU,2000,3.4
Germany,DEU,2001,5.2
Germany,DEU,2002,6.4
Germany,DEU,2003,8.948651
Germany,DEU,2004,10.635514
Germany,DEU,2005,14.7062
Germany,DEU,2006,18.9344
Germany,DEU,2007,24.6164
Germany,DEU,2008,28.0316
Germany,DEU,2009,30.9048
Germany,DEU,2010,33.9517
Germany,DEU,2011,36.9098
Germany,DEU,2012,43.2284
Germany,DEU,2013,45.593
Germany,DEU,2014,48.385
Germany,DEU,2015,50.459
Germany,DEU,2016,51.103
Germany,DEU,2017,51.08
Germany,DEU,2018,50.972
Germany,DEU,2019,50.323
Germany,DEU,2020,51.092
Germany,DEU,2021,50.9
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0.001
Greece,GRC,1993,0.001
Greece,GRC,1994,0.001
Greece,GRC,1995,0.001
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0.001
Greece,GRC,2000,0
Greece,GRC,2001,0.079
Greece,GRC,2002,0.126
Greece,GRC,2003,0.105
Greece,GRC,2004,0.123
Greece,GRC,2005,0.122
Greece,GRC,2006,0.114
Greece,GRC,2007,0.184
Greece,GRC,2008,0.191
Greece,GRC,2009,0.218
Greece,GRC,2010,0.19
Greece,GRC,2011,0.207
Greece,GRC,2012,0.204
Greece,GRC,2013,0.216
Greece,GRC,2014,0.22
Greece,GRC,2015,0.231
Greece,GRC,2016,0.274
Greece,GRC,2017,0.310028
Greece,GRC,2018,0.31407
Greece,GRC,2019,0.402027
Greece,GRC,2020,0.453554
Greece,GRC,2021,0.17746587
High-income countries,,1965,17.885233
High-income countries,,1966,19.684008
High-income countries,,1967,19.813572
High-income countries,,1968,21.941046
High-income countries,,1969,23.079964
High-income countries,,1970,24.964964
High-income countries,,1971,25.509909
High-income countries,,1972,27.498178
High-income countries,,1973,29.371082
High-income countries,,1974,31.125929
High-income countries,,1975,31.102913
High-income countries,,1976,34.59475
High-income countries,,1977,36.31119
High-income countries,,1978,38.399734
High-income countries,,1979,40.237312
High-income countries,,1980,42.139984
High-income countries,,1981,43.527237
High-income countries,,1982,50.898537
High-income countries,,1983,55.702415
High-income countries,,1984,63.33676
High-income countries,,1985,65.34927
High-income countries,,1986,70.283806
High-income countries,,1987,75.525024
High-income countries,,1988,77.7357
High-income countries,,1989,86.8685
High-income countries,,1990,96.62821
High-income countries,,1991,101.0439
High-income countries,,1992,107.74438
High-income countries,,1993,112.216995
High-income countries,,1994,115.5704
High-income countries,,1995,117.56831
High-income countries,,1996,120.82481
High-income countries,,1997,128.36581
High-income countries,,1998,132.48087
High-income countries,,1999,136.38516
High-income countries,,2000,139.75514
High-income countries,,2001,145.10782
High-income countries,,2002,158.2272
High-income countries,,2003,165.66397
High-income countries,,2004,179.45404
High-income countries,,2005,194.38457
High-income countries,,2006,204.9203
High-income countries,,2007,218.19537
High-income countries,,2008,227.51721
High-income countries,,2009,236.94408
High-income countries,,2010,260.61328
High-income countries,,2011,274.14984
High-income countries,,2012,296.6976
High-income countries,,2013,314.34457
High-income countries,,2014,330.01614
High-income countries,,2015,348.38477
High-income countries,,2016,347.7522
High-income countries,,2017,359.1513
High-income countries,,2018,367.20908
High-income countries,,2019,369.5374
High-income countries,,2020,366.5997
High-income countries,,2021,385.79904
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.039
Hong Kong,HKG,2011,0.043
Hong Kong,HKG,2012,0.041
Hong Kong,HKG,2013,0.036
Hong Kong,HKG,2014,0.043
Hong Kong,HKG,2015,0.057
Hong Kong,HKG,2016,0.065
Hong Kong,HKG,2017,0.065044
Hong Kong,HKG,2018,0.067185
Hong Kong,HKG,2019,0.074305
Hong Kong,HKG,2020,0.074305
Hong Kong,HKG,2021,0.07552527
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0.017
Hungary,HUN,1991,0.024
Hungary,HUN,1992,0.046
Hungary,HUN,1993,0.039
Hungary,HUN,1994,0.045
Hungary,HUN,1995,0.056
Hungary,HUN,1996,0.05
Hungary,HUN,1997,0.053
Hungary,HUN,1998,0.06
Hungary,HUN,1999,0.065
Hungary,HUN,2000,0.065
Hungary,HUN,2001,0.07
Hungary,HUN,2002,0.042
Hungary,HUN,2003,0.161
Hungary,HUN,2004,0.725
Hungary,HUN,2005,1.658
Hungary,HUN,2006,1.264
Hungary,HUN,2007,1.563
Hungary,HUN,2008,1.938
Hungary,HUN,2009,2.335
Hungary,HUN,2010,2.297
Hungary,HUN,2011,1.859
Hungary,HUN,2012,1.655
Hungary,HUN,2013,1.832
Hungary,HUN,2014,2.126
Hungary,HUN,2015,2.161
Hungary,HUN,2016,2.071
Hungary,HUN,2017,2.155
Hungary,HUN,2018,2.309
Hungary,HUN,2019,2.245
Hungary,HUN,2020,2.171
Hungary,HUN,2021,2.217125
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0.001904
Iceland,ISL,1970,0.012091
Iceland,ISL,1971,0.012033
Iceland,ISL,1972,0.021664
Iceland,ISL,1973,0.0242
Iceland,ISL,1974,0.005751
Iceland,ISL,1975,0.018347
Iceland,ISL,1976,0.019012
Iceland,ISL,1977,0.016126
Iceland,ISL,1978,0.018285
Iceland,ISL,1979,0.04563
Iceland,ISL,1980,0.044672
Iceland,ISL,1981,0.123133
Iceland,ISL,1982,0.158968
Iceland,ISL,1983,0.171714
Iceland,ISL,1984,0.173233
Iceland,ISL,1985,0.171233
Iceland,ISL,1986,0.212339
Iceland,ISL,1987,0.234136
Iceland,ISL,1988,0.245608
Iceland,ISL,1989,0.257508
Iceland,ISL,1990,0.28291
Iceland,ISL,1991,0.267025
Iceland,ISL,1992,0.229769
Iceland,ISL,1993,0.254272
Iceland,ISL,1994,0.258365
Iceland,ISL,1995,0.288177
Iceland,ISL,1996,0.34313428
Iceland,ISL,1997,0.37307242
Iceland,ISL,1998,0.65265805
Iceland,ISL,1999,1.135673
Iceland,ISL,2000,1.322663
Iceland,ISL,2001,1.450863
Iceland,ISL,2002,1.43042
Iceland,ISL,2003,1.4046782
Iceland,ISL,2004,1.4823828
Iceland,ISL,2005,1.6590298
Iceland,ISL,2006,2.632598
Iceland,ISL,2007,3.5806527
Iceland,ISL,2008,4.037937
Iceland,ISL,2009,4.5530868
Iceland,ISL,2010,4.4653225
Iceland,ISL,2011,4.701463
Iceland,ISL,2012,5.209505
Iceland,ISL,2013,5.244992
Iceland,ISL,2014,5.2383647
Iceland,ISL,2015,5.002982
Iceland,ISL,2016,5.06728
Iceland,ISL,2017,5.1695986
Iceland,ISL,2018,6.009834
Iceland,ISL,2019,6.0181384
Iceland,ISL,2020,5.9606023
Iceland,ISL,2021,5.787858
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.037586335
India,IND,1991,0.09507132
India,IND,1992,0.11939189
India,IND,1993,0.25204954
India,IND,1994,0.3802853
India,IND,1995,0.56379503
India,IND,1996,0.75614864
India,IND,1997,0.9816667
India,IND,1998,1.2925278
India,IND,1999,1.6860788
India,IND,2000,1.6860788
India,IND,2001,2.06915
India,IND,2002,2.1399007
India,IND,2003,2.7125397
India,IND,2004,3.3143632
India,IND,2005,4.035136
India,IND,2006,5.587
India,IND,2007,7.403
India,IND,2008,9.302
India,IND,2009,11.642
India,IND,2010,14.295
India,IND,2011,17.137
India,IND,2012,19.936
India,IND,2013,22.478
India,IND,2014,24.676
India,IND,2015,30.617342
India,IND,2016,24.816965
India,IND,2017,24.908186
India,IND,2018,27.22409
India,IND,2019,31.511576
India,IND,2020,32.93788
India,IND,2021,35.473618
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,1.12742
Indonesia,IDN,1991,1.05146
Indonesia,IDN,1992,1.08574
Indonesia,IDN,1993,1.09197
Indonesia,IDN,1994,1.60391
Indonesia,IDN,1995,2.21253
Indonesia,IDN,1996,2.34287
Indonesia,IDN,1997,2.72838
Indonesia,IDN,1998,3.2865
Indonesia,IDN,1999,3.94073
Indonesia,IDN,2000,4.8724
Indonesia,IDN,2001,6.0346
Indonesia,IDN,2002,6.2433
Indonesia,IDN,2003,6.3019
Indonesia,IDN,2004,6.6656
Indonesia,IDN,2005,6.615
Indonesia,IDN,2006,6.674
Indonesia,IDN,2007,7.039
Indonesia,IDN,2008,8.336595
Indonesia,IDN,2009,9.326545
Indonesia,IDN,2010,9.40429
Indonesia,IDN,2011,9.57289
Indonesia,IDN,2012,9.68067
Indonesia,IDN,2013,9.57752
Indonesia,IDN,2014,10.2617
Indonesia,IDN,2015,10.518175
Indonesia,IDN,2016,11.24301
Indonesia,IDN,2017,13.35233
Indonesia,IDN,2018,26.44828
Indonesia,IDN,2019,26.2815
Indonesia,IDN,2020,27.9305
Indonesia,IDN,2021,30.8745
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0
Iran,IRN,2007,0
Iran,IRN,2008,0
Iran,IRN,2009,0.0017
Iran,IRN,2010,0.0102
Iran,IRN,2011,0.022
Iran,IRN,2012,0.0226
Iran,IRN,2013,0.0193
Iran,IRN,2014,0.0466
Iran,IRN,2015,0.0163
Iran,IRN,2016,0.0218
Iran,IRN,2017,0.02444
Iran,IRN,2018,0.02444
Iran,IRN,2019,0.010686
Iran,IRN,2020,0.010715277
Iran,IRN,2021,0.010686
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0
Iraq,IRQ,2021,0
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
Ireland,IRL,1983,0
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0.02700486
Ireland,IRL,1997,0.08101458
Ireland,IRL,1998,0.0850153
Ireland,IRL,1999,0.09101638
Ireland,IRL,2000,0.0950171
Ireland,IRL,2001,0.09701746
Ireland,IRL,2002,0.08101458
Ireland,IRL,2003,0.08601548
Ireland,IRL,2004,0.10901962
Ireland,IRL,2005,0.13028544
Ireland,IRL,2006,0.12845582
Ireland,IRL,2007,0.17003784
Ireland,IRL,2008,0.2089215
Ireland,IRL,2009,0.2513545
Ireland,IRL,2010,0.3150562
Ireland,IRL,2011,0.3360968
Ireland,IRL,2012,0.43932655
Ireland,IRL,2013,0.48095158
Ireland,IRL,2014,0.5362493
Ireland,IRL,2015,0.47624168
Ireland,IRL,2016,0.681
Ireland,IRL,2017,0.729833
Ireland,IRL,2018,0.848341
Ireland,IRL,2019,0.852307
Ireland,IRL,2020,0.937376
Ireland,IRL,2021,0.9686464
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0.007
Israel,ISR,2009,0.042
Israel,ISR,2010,0.061
Israel,ISR,2011,0.073
Israel,ISR,2012,0.076
Israel,ISR,2013,0.043
Israel,ISR,2014,0.0975
Israel,ISR,2015,0.0702
Israel,ISR,2016,0.1774
Israel,ISR,2017,0.18
Israel,ISR,2018,0.1883
Israel,ISR,2019,0.1904
Israel,ISR,2020,0.2036
Israel,ISR,2021,0.24838302
Italy,ITA,1965,2.676
Italy,ITA,1966,3.351
Italy,ITA,1967,3.475
Italy,ITA,1968,3.617
Italy,ITA,1969,3.812
Italy,ITA,1970,4.228
Italy,ITA,1971,4.209
Italy,ITA,1972,3.807
Italy,ITA,1973,3.845
Italy,ITA,1974,4.245
Italy,ITA,1975,3.986
Italy,ITA,1976,3.812
Italy,ITA,1977,3.73
Italy,ITA,1978,3.811
Italy,ITA,1979,3.825
Italy,ITA,1980,3.96
Italy,ITA,1981,3.469
Italy,ITA,1982,3.521
Italy,ITA,1983,3.393
Italy,ITA,1984,3.472
Italy,ITA,1985,3.212
Italy,ITA,1986,3.501
Italy,ITA,1987,3.693
Italy,ITA,1988,3.787
Italy,ITA,1989,3.197
Italy,ITA,1990,3.271
Italy,ITA,1991,3.292
Italy,ITA,1992,3.556
Italy,ITA,1993,3.783
Italy,ITA,1994,3.564
Italy,ITA,1995,3.654
Italy,ITA,1996,4.139
Italy,ITA,1997,4.47
Italy,ITA,1998,5.009
Italy,ITA,1999,5.53
Italy,ITA,2000,6.099
Italy,ITA,2001,6.338
Italy,ITA,2002,7.372
Italy,ITA,2003,8.714
Italy,ITA,2004,9.657
Italy,ITA,2005,9.998
Italy,ITA,2006,10.635
Italy,ITA,2007,10.827
Italy,ITA,2008,11.486
Italy,ITA,2009,12.8987
Italy,ITA,2010,14.816
Italy,ITA,2011,16.4867
Italy,ITA,2012,18.0786
Italy,ITA,2013,22.7493
Italy,ITA,2014,24.6487
Italy,ITA,2015,25.5807
Italy,ITA,2016,25.7972
Italy,ITA,2017,25.5794
Italy,ITA,2018,25.258
Italy,ITA,2019,25.6375
Italy,ITA,2020,25.654734
Italy,ITA,2021,25.756252
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0.242704
Japan,JPN,1971,0.235611
Japan,JPN,1972,0.248591
Japan,JPN,1973,0.253998
Japan,JPN,1974,0.307547
Japan,JPN,1975,0.378507
Japan,JPN,1976,0.367553
Japan,JPN,1977,0.533774
Japan,JPN,1978,0.827644
Japan,JPN,1979,1.099732
Japan,JPN,1980,1.09144
Japan,JPN,1981,1.136527
Japan,JPN,1982,9.870767
Japan,JPN,1983,11.030233
Japan,JPN,1984,12.119023
Japan,JPN,1985,12.699479
Japan,JPN,1986,13.803359
Japan,JPN,1987,14.792468
Japan,JPN,1988,15.986553
Japan,JPN,1989,17.04698
Japan,JPN,1990,11.340126
Japan,JPN,1991,11.650857
Japan,JPN,1992,11.850117
Japan,JPN,1993,11.559372
Japan,JPN,1994,13.472534
Japan,JPN,1995,14.295146
Japan,JPN,1996,15.247687
Japan,JPN,1997,16.437628
Japan,JPN,1998,16.172628
Japan,JPN,1999,16.48681
Japan,JPN,2000,16.111082
Japan,JPN,2001,16.02874
Japan,JPN,2002,16.93931
Japan,JPN,2003,17.876465
Japan,JPN,2004,18.053455
Japan,JPN,2005,21.686
Japan,JPN,2006,21.528
Japan,JPN,2007,22.198
Japan,JPN,2008,21.293
Japan,JPN,2009,20.32575
Japan,JPN,2010,21.827084
Japan,JPN,2011,21.105194
Japan,JPN,2012,22.129982
Japan,JPN,2013,23.1767
Japan,JPN,2014,23.62768
Japan,JPN,2015,28.485174
Japan,JPN,2016,23.670853
Japan,JPN,2017,27.389729
Japan,JPN,2018,30.131918
Japan,JPN,2019,32.15621
Japan,JPN,2020,34.80145
Japan,JPN,2021,35.75764
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0
Kazakhstan,KAZ,2013,0
Kazakhstan,KAZ,2014,0
Kazakhstan,KAZ,2015,0.000476
Kazakhstan,KAZ,2016,0.00186
Kazakhstan,KAZ,2017,0.0021442
Kazakhstan,KAZ,2018,0.0024284
Kazakhstan,KAZ,2019,0.0049671
Kazakhstan,KAZ,2020,0.0065268
Kazakhstan,KAZ,2021,0.004567772
Kazakhstan,KAZ,1985,
Kazakhstan,KAZ,1986,
Kazakhstan,KAZ,1987,
Kazakhstan,KAZ,1988,
Kazakhstan,KAZ,1989,
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0
Kuwait,KWT,2015,0
Kuwait,KWT,2016,0
Kuwait,KWT,2017,0
Kuwait,KWT,2018,0
Kuwait,KWT,2019,0
Kuwait,KWT,2020,0
Kuwait,KWT,2021,0
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0.003
Latvia,LVA,2002,0.01
Latvia,LVA,2003,0.024
Latvia,LVA,2004,0.038
Latvia,LVA,2005,0.042
Latvia,LVA,2006,0.043
Latvia,LVA,2007,0.042
Latvia,LVA,2008,0.045
Latvia,LVA,2009,0.048
Latvia,LVA,2010,0.066
Latvia,LVA,2011,0.12
Latvia,LVA,2012,0.288
Latvia,LVA,2013,0.502
Latvia,LVA,2014,0.669
Latvia,LVA,2015,0.769
Latvia,LVA,2016,0.823
Latvia,LVA,2017,0.93064
Latvia,LVA,2018,0.943715
Latvia,LVA,2019,0.92742
Latvia,LVA,2020,0.864798
Latvia,LVA,2021,0.8208996
Latvia,LVA,1985,
Latvia,LVA,1986,
Latvia,LVA,1987,
Latvia,LVA,1988,
Latvia,LVA,1989,
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0.002
Lithuania,LTU,2002,0.004
